,,Answer,class_0,class_100,Prompt,correct_class_0,correct_class_100
0.4,22,1,0,0,"Is the mixture between ditopic O=Cc1c2ccccc2c(C=O)c2ccccc12 and tritopic Cc1c(CN)c(C)c(CN)c(C)c1CN turbid or dissolved? Knowing the following properties in ditopic and tritopic molecules respectively: The exact massses: 234.068079557, 207.173547683. The molecular complexities: 269.0, 144.0. The number of aromatic groups: 3, 1. The number of heavy atoms: 18, 15.0. The number of defined stereochemical bounds: 0, 0.0. The number of rotatable bounds: 2, 3.0. The number of hydrogen bond acceptors: 2, 3.0. The number of hydrogen bond donors: 0, 3.0. The logP (octanol/water partition coefficient): 3.3, -0.4. The TPSA (topological polar surface area): 34.1, 78.1.",False,False
0.4,25,0,1,0,"Is the mixture between ditopic O=Cc1ccccc1C=O and tritopic Cc1c(CN)c(C)c(CN)c(C)c1CN turbid or dissolved? Knowing the following properties in ditopic and tritopic molecules respectively: The exact massses: 134.03677943, 207.173547683. The molecular complexities: 115.0, 144.0. The number of aromatic groups: 1, 1. The number of heavy atoms: 10, 15.0. The number of defined stereochemical bounds: 0, 0.0. The number of rotatable bounds: 2, 3.0. The number of hydrogen bond acceptors: 2, 3.0. The number of hydrogen bond donors: 0, 3.0. The logP (octanol/water partition coefficient): 1.2, -0.4. The TPSA (topological polar surface area): 34.1, 78.1.",False,True
0.4,30,1,0,0,"Is the mixture between ditopic O=Cc1ccc(OCCCOc2ccc(C=O)cc2)cc1 and tritopic Cc1c(CN)c(C)c(CN)c(C)c1CN turbid or dissolved? Knowing the following properties in ditopic and tritopic molecules respectively: The exact massses: 284.10485899, 207.173547683. The molecular complexities: 272.0, 144.0. The number of aromatic groups: 2, 1. The number of heavy atoms: 21, 15.0. The number of defined stereochemical bounds: 0, 0.0. The number of rotatable bounds: 8, 3.0. The number of hydrogen bond acceptors: 4, 3.0. The number of hydrogen bond donors: 0, 3.0. The logP (octanol/water partition coefficient): 2.8, -0.4. The TPSA (topological polar surface area): 52.6, 78.1.",False,False
0.4,33,1,0,0,"Is the mixture between ditopic CC(C)(C)c1cc(C=O)c(O)c(C=O)c1 and tritopic NCCN(CCN)CCN turbid or dissolved? Knowing the following properties in ditopic and tritopic molecules respectively: The exact massses: 206.094294304, 146.153146591. The molecular complexities: 224.0, 52.5. The number of aromatic groups: 1, 0. The number of heavy atoms: 15, 10.0. The number of defined stereochemical bounds: 0, 0.0. The number of rotatable bounds: 3, 6.0. The number of hydrogen bond acceptors: 3, 4.0. The number of hydrogen bond donors: 1, 3.0. The logP (octanol/water partition coefficient): 2.7, -2.6. The TPSA (topological polar surface area): 54.4, 81.3.",False,False
0.4,39,0,0,0,"Is the mixture between ditopic O=Cc1ccc2ccc3ccc(C=O)nc3c2n1 and tritopic NCCN(CCN)CCN turbid or dissolved? Knowing the following properties in ditopic and tritopic molecules respectively: The exact massses: 236.058577502, 146.153146591. The molecular complexities: 302.0, 52.5. The number of aromatic groups: 3, 0. The number of heavy atoms: 18, 10.0. The number of defined stereochemical bounds: 0, 0.0. The number of rotatable bounds: 2, 6.0. The number of hydrogen bond acceptors: 4, 4.0. The number of hydrogen bond donors: 0, 3.0. The logP (octanol/water partition coefficient): 2.0, -2.6. The TPSA (topological polar surface area): 59.9, 81.3.",True,True
0.4,42,1,0,0,"Is the mixture between ditopic Cn1nc(-c2ccc(C=O)cc2)cc1C=O and tritopic NCCN(CCN)CCN turbid or dissolved? Knowing the following properties in ditopic and tritopic molecules respectively: The exact massses: 214.074227566, 146.153146591. The molecular complexities: 262.0, 52.5. The number of aromatic groups: 2, 0. The number of heavy atoms: 16, 10.0. The number of defined stereochemical bounds: 0, 0.0. The number of rotatable bounds: 3, 6.0. The number of hydrogen bond acceptors: 3, 4.0. The number of hydrogen bond donors: 0, 3.0. The logP (octanol/water partition coefficient): 1.2, -2.6. The TPSA (topological polar surface area): 52.0, 81.3.",False,False
0.4,45,0,0,0,"Is the mixture between ditopic Cn1nc2c(C=O)cccc2c1C=O and tritopic NCCN(CCN)CCN turbid or dissolved? Knowing the following properties in ditopic and tritopic molecules respectively: The exact massses: 188.058577502, 146.153146591. The molecular complexities: 244.0, 52.5. The number of aromatic groups: 2, 0. The number of heavy atoms: 14, 10.0. The number of defined stereochemical bounds: 0, 0.0. The number of rotatable bounds: 2, 6.0. The number of hydrogen bond acceptors: 3, 4.0. The number of hydrogen bond donors: 0, 3.0. The logP (octanol/water partition coefficient): 0.8, -2.6. The TPSA (topological polar surface area): 52.0, 81.3.",True,True
0.4,46,1,0,0,"Is the mixture between ditopic O=Cc1ccc(OCCCOc2ccc(C=O)cc2)cc1 and tritopic NCCN(CCN)CCN turbid or dissolved? Knowing the following properties in ditopic and tritopic molecules respectively: The exact massses: 284.10485899, 146.153146591. The molecular complexities: 272.0, 52.5. The number of aromatic groups: 2, 0. The number of heavy atoms: 21, 10.0. The number of defined stereochemical bounds: 0, 0.0. The number of rotatable bounds: 8, 6.0. The number of hydrogen bond acceptors: 4, 4.0. The number of hydrogen bond donors: 0, 3.0. The logP (octanol/water partition coefficient): 2.8, -2.6. The TPSA (topological polar surface area): 52.6, 81.3.",False,False
0.4,55,0,0,0,"Is the mixture between ditopic O=Cc1ccc2ccc3ccc(C=O)nc3c2n1 and tritopic CCc1c(CN)c(CC)c(CN)c(CC)c1CN turbid or dissolved? Knowing the following properties in ditopic and tritopic molecules respectively: The exact massses: 236.058577502, 249.220497874. The molecular complexities: 302.0, 176.0. The number of aromatic groups: 3, 1. The number of heavy atoms: 18, 18.0. The number of defined stereochemical bounds: 0, 0.0. The number of rotatable bounds: 2, 6.0. The number of hydrogen bond acceptors: 4, 3.0. The number of hydrogen bond donors: 0, 3.0. The logP (octanol/water partition coefficient): 2.0, 0.9. The TPSA (topological polar surface area): 59.9, 78.1.",True,True
0.4,56,0,1,1,"Is the mixture between ditopic O=Cc1ccsc1C=O and tritopic CCc1c(CN)c(CC)c(CN)c(CC)c1CN turbid or dissolved? Knowing the following properties in ditopic and tritopic molecules respectively: The exact massses: 139.99320054, 249.220497874. The molecular complexities: 124.0, 176.0. The number of aromatic groups: 1, 1. The number of heavy atoms: 9, 18.0. The number of defined stereochemical bounds: 0, 0.0. The number of rotatable bounds: 2, 6.0. The number of hydrogen bond acceptors: 3, 3.0. The number of hydrogen bond donors: 0, 3.0. The logP (octanol/water partition coefficient): 0.9, 0.9. The TPSA (topological polar surface area): 62.4, 78.1.",False,False
0.4,57,0,1,1,"Is the mixture between ditopic O=Cc1ccccc1C=O and tritopic CCc1c(CN)c(CC)c(CN)c(CC)c1CN turbid or dissolved? Knowing the following properties in ditopic and tritopic molecules respectively: The exact massses: 134.03677943, 249.220497874. The molecular complexities: 115.0, 176.0. The number of aromatic groups: 1, 1. The number of heavy atoms: 10, 18.0. The number of defined stereochemical bounds: 0, 0.0. The number of rotatable bounds: 2, 6.0. The number of hydrogen bond acceptors: 2, 3.0. The number of hydrogen bond donors: 0, 3.0. The logP (octanol/water partition coefficient): 1.2, 0.9. The TPSA (topological polar surface area): 34.1, 78.1.",False,False
0.4,63,0,1,0,"Is the mixture between ditopic CCCCC(CC)COc1cc(C=O)c(OC)cc1C=O and tritopic CCc1c(CN)c(CC)c(CN)c(CC)c1CN turbid or dissolved? Knowing the following properties in ditopic and tritopic molecules respectively: The exact massses: 292.16745924, 249.220497874. The molecular complexities: 305.0, 176.0. The number of aromatic groups: 1, 1. The number of heavy atoms: 21, 18.0. The number of defined stereochemical bounds: 0, 0.0. The number of rotatable bounds: 10, 6.0. The number of hydrogen bond acceptors: 4, 3.0. The number of hydrogen bond donors: 0, 3.0. The logP (octanol/water partition coefficient): 3.9, 0.9. The TPSA (topological polar surface area): 52.6, 78.1.",False,True
0.4,72,1,0,0,"Is the mixture between ditopic O=Cc1ccsc1C=O and tritopic NCCCN(CCCN)CCCN turbid or dissolved? Knowing the following properties in ditopic and tritopic molecules respectively: The exact massses: 139.99320054, 188.20009678. The molecular complexities: 124.0, 78.6. The number of aromatic groups: 1, 0. The number of heavy atoms: 9, 13.0. The number of defined stereochemical bounds: 0, 0.0. The number of rotatable bounds: 2, 9.0. The number of hydrogen bond acceptors: 3, 4.0. The number of hydrogen bond donors: 0, 3.0. The logP (octanol/water partition coefficient): 0.9, -1.5. The TPSA (topological polar surface area): 62.4, 81.3.",False,False
0.4,73,0,0,0,"Is the mixture between ditopic O=Cc1ccccc1C=O and tritopic NCCCN(CCCN)CCCN turbid or dissolved? Knowing the following properties in ditopic and tritopic molecules respectively: The exact massses: 134.03677943, 188.20009678. The molecular complexities: 115.0, 78.6. The number of aromatic groups: 1, 0. The number of heavy atoms: 10, 13.0. The number of defined stereochemical bounds: 0, 0.0. The number of rotatable bounds: 2, 9.0. The number of hydrogen bond acceptors: 2, 4.0. The number of hydrogen bond donors: 0, 3.0. The logP (octanol/water partition coefficient): 1.2, -1.5. The TPSA (topological polar surface area): 34.1, 81.3.",True,True
0.4,75,0,0,0,"Is the mixture between ditopic CC(C=O)=Cc1ccc(C=C(C)C=O)cc1 and tritopic NCCCN(CCCN)CCCN turbid or dissolved? Knowing the following properties in ditopic and tritopic molecules respectively: The exact massses: 214.099379685, 188.20009678. The molecular complexities: 273.0, 78.6. The number of aromatic groups: 1, 0. The number of heavy atoms: 16, 13.0. The number of defined stereochemical bounds: 0, 0.0. The number of rotatable bounds: 4, 9.0. The number of hydrogen bond acceptors: 2, 4.0. The number of hydrogen bond donors: 0, 3.0. The logP (octanol/water partition coefficient): 2.4, -1.5. The TPSA (topological polar surface area): 34.1, 81.3.",True,True
0.4,76,0,0,0,"Is the mixture between ditopic COc1cc(C=O)ccc1OCCOc1ccc(C=O)cc1OC and tritopic NCCCN(CCCN)CCCN turbid or dissolved? Knowing the following properties in ditopic and tritopic molecules respectively: The exact massses: 330.11033829, 188.20009678. The molecular complexities: 352.0, 78.6. The number of aromatic groups: 2, 0. The number of heavy atoms: 24, 13.0. The number of defined stereochemical bounds: 0, 0.0. The number of rotatable bounds: 9, 9.0. The number of hydrogen bond acceptors: 6, 4.0. The number of hydrogen bond donors: 0, 3.0. The logP (octanol/water partition coefficient): 2.4, -1.5. The TPSA (topological polar surface area): 71.1, 81.3.",True,True
0.4,77,0,0,0,"Is the mixture between ditopic Cn1nc2c(C=O)cccc2c1C=O and tritopic NCCCN(CCCN)CCCN turbid or dissolved? Knowing the following properties in ditopic and tritopic molecules respectively: The exact massses: 188.058577502, 188.20009678. The molecular complexities: 244.0, 78.6. The number of aromatic groups: 2, 0. The number of heavy atoms: 14, 13.0. The number of defined stereochemical bounds: 0, 0.0. The number of rotatable bounds: 2, 9.0. The number of hydrogen bond acceptors: 3, 4.0. The number of hydrogen bond donors: 0, 3.0. The logP (octanol/water partition coefficient): 0.8, -1.5. The TPSA (topological polar surface area): 52.0, 81.3.",True,True
0.4,82,0,0,0,"Is the mixture between ditopic O=Cc1cc2sc(C=O)cc2s1 and tritopic NC1CC(N)CC(N)C1 turbid or dissolved? Knowing the following properties in ditopic and tritopic molecules respectively: The exact massses: 195.96527171, 129.126597491. The molecular complexities: 185.0, 63.3. The number of aromatic groups: 2, 0. The number of heavy atoms: 12, 9.0. The number of defined stereochemical bounds: 0, 0.0. The number of rotatable bounds: 2, 0.0. The number of hydrogen bond acceptors: 4, 3.0. The number of hydrogen bond donors: 0, 3.0. The logP (octanol/water partition coefficient): 2.3, -1.6. The TPSA (topological polar surface area): 90.6, 78.1.",True,True
0.4,84,0,0,0,"Is the mixture between ditopic O=Cc1c(F)c(F)c(C=O)c(F)c1F and tritopic NC1CC(N)CC(N)C1 turbid or dissolved? Knowing the following properties in ditopic and tritopic molecules respectively: The exact massses: 205.99909195, 129.126597491. The molecular complexities: 195.0, 63.3. The number of aromatic groups: 1, 0. The number of heavy atoms: 14, 9.0. The number of defined stereochemical bounds: 0, 0.0. The number of rotatable bounds: 2, 0.0. The number of hydrogen bond acceptors: 6, 3.0. The number of hydrogen bond donors: 0, 3.0. The logP (octanol/water partition coefficient): 1.2, -1.6. The TPSA (topological polar surface area): 34.1, 78.1.",True,True
0.4,93,0,0,0,"Is the mixture between ditopic Cn1nc2c(C=O)cccc2c1C=O and tritopic NC1CC(N)CC(N)C1 turbid or dissolved? Knowing the following properties in ditopic and tritopic molecules respectively: The exact massses: 188.058577502, 129.126597491. The molecular complexities: 244.0, 63.3. The number of aromatic groups: 2, 0. The number of heavy atoms: 14, 9.0. The number of defined stereochemical bounds: 0, 0.0. The number of rotatable bounds: 2, 0.0. The number of hydrogen bond acceptors: 3, 3.0. The number of hydrogen bond donors: 0, 3.0. The logP (octanol/water partition coefficient): 0.8, -1.6. The TPSA (topological polar surface area): 52.0, 78.1.",True,True
0.4,108,1,1,1,"Is the mixture between ditopic CN(CCCN)CCCN and tritopic O=Cc1cc(C=O)cc(C=O)c1 turbid or dissolved? Knowing the following properties in ditopic and tritopic molecules respectively: The exact massses: 145.157897619, 162.031694049. The molecular complexities: 57.9, 143.0. The number of aromatic groups: 0, 1. The number of heavy atoms: 10, 12.0. The number of defined stereochemical bounds: 0, 0.0. The number of rotatable bounds: 6, 3.0. The number of hydrogen bond acceptors: 3, 3.0. The number of hydrogen bond donors: 2, 0.0. The logP (octanol/water partition coefficient): -0.9, 0.3. The TPSA (topological polar surface area): 55.3, 51.2.",True,True
0.4,109,1,1,1,"Is the mixture between ditopic NCCOCCN and tritopic O=Cc1cc(C=O)cc(C=O)c1 turbid or dissolved? Knowing the following properties in ditopic and tritopic molecules respectively: The exact massses: 104.094963011, 162.031694049. The molecular complexities: 28.9, 143.0. The number of aromatic groups: 0, 1. The number of heavy atoms: 7, 12.0. The number of defined stereochemical bounds: 0, 0.0. The number of rotatable bounds: 4, 3.0. The number of hydrogen bond acceptors: 3, 3.0. The number of hydrogen bond donors: 2, 0.0. The logP (octanol/water partition coefficient): -1.8, 0.3. The TPSA (topological polar surface area): 61.3, 51.2.",True,True
0.4,110,1,1,1,"Is the mixture between ditopic NCC1=CC(CN)=CC=C1 and tritopic O=Cc1cc(C=O)cc(C=O)c1 turbid or dissolved? Knowing the following properties in ditopic and tritopic molecules respectively: The exact massses: 136.100048391, 162.031694049. The molecular complexities: 83.3, 143.0. The number of aromatic groups: 1, 1. The number of heavy atoms: 10, 12.0. The number of defined stereochemical bounds: 0, 0.0. The number of rotatable bounds: 2, 3.0. The number of hydrogen bond acceptors: 2, 3.0. The number of hydrogen bond donors: 2, 0.0. The logP (octanol/water partition coefficient): -0.3, 0.3. The TPSA (topological polar surface area): 52.0, 51.2.",True,True
0.4,113,1,1,1,"Is the mixture between ditopic N[C@H]1CC[C@H](N)CC1 and tritopic O=Cc1cc(C=O)cc(C=O)c1 turbid or dissolved? Knowing the following properties in ditopic and tritopic molecules respectively: The exact massses: 114.115698455, 162.031694049. The molecular complexities: 54.9, 143.0. The number of aromatic groups: 0, 1. The number of heavy atoms: 8, 12.0. The number of defined stereochemical bounds: 0, 0.0. The number of rotatable bounds: 0, 3.0. The number of hydrogen bond acceptors: 2, 3.0. The number of hydrogen bond donors: 2, 0.0. The logP (octanol/water partition coefficient): -0.3, 0.3. The TPSA (topological polar surface area): 52.0, 51.2.",True,True
0.4,114,0,0,0,"Is the mixture between ditopic NCCN and tritopic O=Cc1ccc(-c2cc(-c3ccc(C=O)cc3)cc(-c3ccc(C=O)cc3)c2)cc1 turbid or dissolved? Knowing the following properties in ditopic and tritopic molecules respectively: The exact massses: 60.068748264, 390.125594432. The molecular complexities: 6.0, 470.0. The number of aromatic groups: 0, 4. The number of heavy atoms: 4, 30.0. The number of defined stereochemical bounds: 0, 0.0. The number of rotatable bounds: 1, 6.0. The number of hydrogen bond acceptors: 2, 3.0. The number of hydrogen bond donors: 2, 0.0. The logP (octanol/water partition coefficient): -2.0, 5.2. The TPSA (topological polar surface area): 52.0, 51.2.",True,True
0.4,116,0,0,0,"Is the mixture between ditopic N[C@H]1CN(Cc2ccccc2)C[C@@H]1N and tritopic O=Cc1ccc(-c2cc(-c3ccc(C=O)cc3)cc(-c3ccc(C=O)cc3)c2)cc1 turbid or dissolved? Knowing the following properties in ditopic and tritopic molecules respectively: The exact massses: 191.142247555, 390.125594432. The molecular complexities: 167.0, 470.0. The number of aromatic groups: 1, 4. The number of heavy atoms: 14, 30.0. The number of defined stereochemical bounds: 2, 0.0. The number of rotatable bounds: 2, 6.0. The number of hydrogen bond acceptors: 3, 3.0. The number of hydrogen bond donors: 2, 0.0. The logP (octanol/water partition coefficient): -0.2, 5.2. The TPSA (topological polar surface area): 55.3, 51.2.",True,True
0.4,118,0,0,0,"Is the mixture between ditopic Nc1ccc(Oc2ccc(N)cc2)cc1 and tritopic O=Cc1ccc(-c2cc(-c3ccc(C=O)cc3)cc(-c3ccc(C=O)cc3)c2)cc1 turbid or dissolved? Knowing the following properties in ditopic and tritopic molecules respectively: The exact massses: 200.094963011, 390.125594432. The molecular complexities: 162.0, 470.0. The number of aromatic groups: 2, 4. The number of heavy atoms: 15, 30.0. The number of defined stereochemical bounds: 0, 0.0. The number of rotatable bounds: 2, 6.0. The number of hydrogen bond acceptors: 3, 3.0. The number of hydrogen bond donors: 2, 0.0. The logP (octanol/water partition coefficient): 1.4, 5.2. The TPSA (topological polar surface area): 61.3, 51.2.",True,True
0.4,119,0,0,0,"Is the mixture between ditopic NC1=NON=C1N and tritopic O=Cc1ccc(-c2cc(-c3ccc(C=O)cc3)cc(-c3ccc(C=O)cc3)c2)cc1 turbid or dissolved? Knowing the following properties in ditopic and tritopic molecules respectively: The exact massses: 100.03851076, 390.125594432. The molecular complexities: 58.7, 470.0. The number of aromatic groups: 1, 4. The number of heavy atoms: 7, 30.0. The number of defined stereochemical bounds: 0, 0.0. The number of rotatable bounds: 0, 6.0. The number of hydrogen bond acceptors: 5, 3.0. The number of hydrogen bond donors: 2, 0.0. The logP (octanol/water partition coefficient): -0.5, 5.2. The TPSA (topological polar surface area): 91.0, 51.2.",True,True
0.4,124,1,0,0,"Is the mixture between ditopic NCc1ccc(CN)cc1 and tritopic O=Cc1ccc(-c2cc(-c3ccc(C=O)cc3)cc(-c3ccc(C=O)cc3)c2)cc1 turbid or dissolved? Knowing the following properties in ditopic and tritopic molecules respectively: The exact massses: 136.100048391, 390.125594432. The molecular complexities: 73.3, 470.0. The number of aromatic groups: 1, 4. The number of heavy atoms: 10, 30.0. The number of defined stereochemical bounds: 0, 0.0. The number of rotatable bounds: 2, 6.0. The number of hydrogen bond acceptors: 2, 3.0. The number of hydrogen bond donors: 2, 0.0. The logP (octanol/water partition coefficient): -0.4, 5.2. The TPSA (topological polar surface area): 52.0, 51.2.",False,False
0.4,139,0,1,1,"Is the mixture between ditopic N[C@@H]1[C@H](CCCC1)N and tritopic O=Cc1cc(C=O)c(O)c(C=O)c1 turbid or dissolved? Knowing the following properties in ditopic and tritopic molecules respectively: The exact massses: 114.115698455, 178.02660867. The molecular complexities: 62.9, 196.0. The number of aromatic groups: 0, 1. The number of heavy atoms: 8, 13.0. The number of defined stereochemical bounds: 2, 0.0. The number of rotatable bounds: 0, 3.0. The number of hydrogen bond acceptors: 2, 4.0. The number of hydrogen bond donors: 2, 1.0. The logP (octanol/water partition coefficient): -0.3, 0.5. The TPSA (topological polar surface area): 52.0, 71.4.",False,False
0.4,140,1,1,0,"Is the mixture between ditopic NCCCCCCNCCCCCCN and tritopic O=Cc1cc(C=O)c(O)c(C=O)c1 turbid or dissolved? Knowing the following properties in ditopic and tritopic molecules respectively: The exact massses: 215.236147938, 178.02660867. The molecular complexities: 95.0, 196.0. The number of aromatic groups: 0, 1. The number of heavy atoms: 15, 13.0. The number of defined stereochemical bounds: 0, 0.0. The number of rotatable bounds: 12, 3.0. The number of hydrogen bond acceptors: 3, 4.0. The number of hydrogen bond donors: 3, 1.0. The logP (octanol/water partition coefficient): 0.8, 0.5. The TPSA (topological polar surface area): 64.1, 71.4.",True,False
0.4,145,1,0,1,"Is the mixture between ditopic NCCOCCN and tritopic O=Cc1cc(C=O)c(O)c(C=O)c1 turbid or dissolved? Knowing the following properties in ditopic and tritopic molecules respectively: The exact massses: 104.094963011, 178.02660867. The molecular complexities: 28.9, 196.0. The number of aromatic groups: 0, 1. The number of heavy atoms: 7, 13.0. The number of defined stereochemical bounds: 0, 0.0. The number of rotatable bounds: 4, 3.0. The number of hydrogen bond acceptors: 3, 4.0. The number of hydrogen bond donors: 2, 1.0. The logP (octanol/water partition coefficient): -1.8, 0.5. The TPSA (topological polar surface area): 61.3, 71.4.",False,True
0.4,153,0,0,0,"Is the mixture between ditopic N[C@H]([C@H](C1=CC=CC=C1)N)C2=CC=CC=C2 and tritopic O=Cc1ccc(N(c2ccc(C=O)cc2)c2ccc(C=O)cc2)cc1 turbid or dissolved? Knowing the following properties in ditopic and tritopic molecules respectively: The exact massses: 212.131348519, 329.10519334. The molecular complexities: 171.0, 376.0. The number of aromatic groups: 2, 3. The number of heavy atoms: 16, 25.0. The number of defined stereochemical bounds: 2, 0.0. The number of rotatable bounds: 3, 6.0. The number of hydrogen bond acceptors: 2, 4.0. The number of hydrogen bond donors: 2, 0.0. The logP (octanol/water partition coefficient): 1.4, 3.5. The TPSA (topological polar surface area): 52.0, 54.4.",True,True
0.4,155,0,0,0,"Is the mixture between ditopic NC1=NON=C1N and tritopic O=Cc1ccc(N(c2ccc(C=O)cc2)c2ccc(C=O)cc2)cc1 turbid or dissolved? Knowing the following properties in ditopic and tritopic molecules respectively: The exact massses: 100.03851076, 329.10519334. The molecular complexities: 58.7, 376.0. The number of aromatic groups: 1, 3. The number of heavy atoms: 7, 25.0. The number of defined stereochemical bounds: 0, 0.0. The number of rotatable bounds: 0, 6.0. The number of hydrogen bond acceptors: 5, 4.0. The number of hydrogen bond donors: 2, 0.0. The logP (octanol/water partition coefficient): -0.5, 3.5. The TPSA (topological polar surface area): 91.0, 54.4.",True,True
0.4,158,1,0,0,"Is the mixture between ditopic NCCCCCCNCCCCCCN and tritopic O=Cc1ccc(N(c2ccc(C=O)cc2)c2ccc(C=O)cc2)cc1 turbid or dissolved? Knowing the following properties in ditopic and tritopic molecules respectively: The exact massses: 215.236147938, 329.10519334. The molecular complexities: 95.0, 376.0. The number of aromatic groups: 0, 3. The number of heavy atoms: 15, 25.0. The number of defined stereochemical bounds: 0, 0.0. The number of rotatable bounds: 12, 6.0. The number of hydrogen bond acceptors: 3, 4.0. The number of hydrogen bond donors: 3, 0.0. The logP (octanol/water partition coefficient): 0.8, 3.5. The TPSA (topological polar surface area): 64.1, 54.4.",False,False
0.4,163,1,0,0,"Is the mixture between ditopic NCCOCCN and tritopic O=Cc1ccc(N(c2ccc(C=O)cc2)c2ccc(C=O)cc2)cc1 turbid or dissolved? Knowing the following properties in ditopic and tritopic molecules respectively: The exact massses: 104.094963011, 329.10519334. The molecular complexities: 28.9, 376.0. The number of aromatic groups: 0, 3. The number of heavy atoms: 7, 25.0. The number of defined stereochemical bounds: 0, 0.0. The number of rotatable bounds: 4, 6.0. The number of hydrogen bond acceptors: 3, 4.0. The number of hydrogen bond donors: 2, 0.0. The logP (octanol/water partition coefficient): -1.8, 3.5. The TPSA (topological polar surface area): 61.3, 54.4.",False,False
0.4,167,1,0,0,"Is the mixture between ditopic N[C@H]1CC[C@H](N)CC1 and tritopic O=Cc1ccc(N(c2ccc(C=O)cc2)c2ccc(C=O)cc2)cc1 turbid or dissolved? Knowing the following properties in ditopic and tritopic molecules respectively: The exact massses: 114.115698455, 329.10519334. The molecular complexities: 54.9, 376.0. The number of aromatic groups: 0, 3. The number of heavy atoms: 8, 25.0. The number of defined stereochemical bounds: 0, 0.0. The number of rotatable bounds: 0, 6.0. The number of hydrogen bond acceptors: 2, 4.0. The number of hydrogen bond donors: 2, 0.0. The logP (octanol/water partition coefficient): -0.3, 3.5. The TPSA (topological polar surface area): 52.0, 54.4.",False,False
0.4,172,0,0,0,"Is the mixture between ditopic Nc1ccc(Oc2ccc(N)cc2)cc1 and tritopic O=Cc1ccc(-c2nc(-c3ccc(C=O)cc3)nc(-c3ccc(C=O)cc3)n2)cc1 turbid or dissolved? Knowing the following properties in ditopic and tritopic molecules respectively: The exact massses: 200.094963011, 393.11134135. The molecular complexities: 162.0, 483.0. The number of aromatic groups: 2, 4. The number of heavy atoms: 15, 30.0. The number of defined stereochemical bounds: 0, 0.0. The number of rotatable bounds: 2, 6.0. The number of hydrogen bond acceptors: 3, 6.0. The number of hydrogen bond donors: 2, 0.0. The logP (octanol/water partition coefficient): 1.4, 3.3. The TPSA (topological polar surface area): 61.3, 89.9.",True,True
0.4,176,1,0,0,"Is the mixture between ditopic NCCCCCCNCCCCCCN and tritopic O=Cc1ccc(-c2nc(-c3ccc(C=O)cc3)nc(-c3ccc(C=O)cc3)n2)cc1 turbid or dissolved? Knowing the following properties in ditopic and tritopic molecules respectively: The exact massses: 215.236147938, 393.11134135. The molecular complexities: 95.0, 483.0. The number of aromatic groups: 0, 4. The number of heavy atoms: 15, 30.0. The number of defined stereochemical bounds: 0, 0.0. The number of rotatable bounds: 12, 6.0. The number of hydrogen bond acceptors: 3, 6.0. The number of hydrogen bond donors: 3, 0.0. The logP (octanol/water partition coefficient): 0.8, 3.3. The TPSA (topological polar surface area): 64.1, 89.9.",False,False
0.4,180,1,0,0,"Is the mixture between ditopic CN(CCCN)CCCN and tritopic O=Cc1ccc(-c2nc(-c3ccc(C=O)cc3)nc(-c3ccc(C=O)cc3)n2)cc1 turbid or dissolved? Knowing the following properties in ditopic and tritopic molecules respectively: The exact massses: 145.157897619, 393.11134135. The molecular complexities: 57.9, 483.0. The number of aromatic groups: 0, 4. The number of heavy atoms: 10, 30.0. The number of defined stereochemical bounds: 0, 0.0. The number of rotatable bounds: 6, 6.0. The number of hydrogen bond acceptors: 3, 6.0. The number of hydrogen bond donors: 2, 0.0. The logP (octanol/water partition coefficient): -0.9, 3.3. The TPSA (topological polar surface area): 55.3, 89.9.",False,False
0.4,183,1,0,0,"Is the mixture between ditopic NCC(CN)O and tritopic O=Cc1ccc(-c2nc(-c3ccc(C=O)cc3)nc(-c3ccc(C=O)cc3)n2)cc1 turbid or dissolved? Knowing the following properties in ditopic and tritopic molecules respectively: The exact massses: 90.079312947, 393.11134135. The molecular complexities: 28.0, 483.0. The number of aromatic groups: 0, 4. The number of heavy atoms: 6, 30.0. The number of defined stereochemical bounds: 0, 0.0. The number of rotatable bounds: 2, 6.0. The number of hydrogen bond acceptors: 3, 6.0. The number of hydrogen bond donors: 3, 0.0. The logP (octanol/water partition coefficient): -2.3, 3.3. The TPSA (topological polar surface area): 72.3, 89.9.",False,False
0.4,193,0,0,0,"Is the mixture between ditopic N[C@@H]1[C@H](CCCC1)N and tritopic O=Cc1ccc(C#Cc2cc(C#Cc3ccc(C=O)cc3)cc(C#Cc3ccc(C=O)cc3)c2)cc1 turbid or dissolved? Knowing the following properties in ditopic and tritopic molecules respectively: The exact massses: 114.115698455, 462.125594432. The molecular complexities: 62.9, 819.0. The number of aromatic groups: 0, 4. The number of heavy atoms: 8, 36.0. The number of defined stereochemical bounds: 2, 0.0. The number of rotatable bounds: 0, 9.0. The number of hydrogen bond acceptors: 2, 3.0. The number of hydrogen bond donors: 2, 0.0. The logP (octanol/water partition coefficient): -0.3, 6.4. The TPSA (topological polar surface area): 52.0, 51.2.",True,True
