,Prompt,class_0,class_100,Answer
112,Is the mixture between (CN(CCCN)CCCN) and (O=Cc1ccccc1-c1cc(-c2ccccc2C=O)cc(-c2ccccc2C=O)c1) turbid or dissolved?,"['dissolved', 'turbid', 'turbid']","['dissolved', 'dissolved', 'dissolved']",1
113,Is the mixture between (O=Cc1cc2sc(C=O)cc2s1) and (Nc1nc(N)nc(N)n1) turbid or dissolved?,"['turbid', 'turbid', 'dissolved']","['dissolved', 'turbid', 'dissolved']",0
114,Is the mixture between (CC(C)(CN)CN) and (O=Cc1ccc(-c2cc(-c3ccc(C=O)cc3)cc(-c3ccc(C=O)cc3)c2)cc1) turbid or dissolved?,"['turbid', 'dissolved', 'turbid']","['dissolved', 'dissolved', 'dissolved']",0
115,Is the mixture between (NCC(CN)O) and (O=Cc1ccc(OCc2cc(COc3ccc(C=O)cc3)cc(COc3ccc(C=O)cc3)c2)cc1) turbid or dissolved?,"['turbid', 'turbid', 'turbid']","['dissolved', 'dissolved', 'dissolved']",1
116,Is the mixture between (NCC1CCC(CN)CC1) and (O=Cc1ccccc1-c1cc(-c2ccccc2C=O)cc(-c2ccccc2C=O)c1) turbid or dissolved?,"['turbid', 'turbid', 'turbid']","['dissolved', 'dissolved', 'turbid']",1
117,Is the mixture between (N[C@H]1CCC[C@H](C1)N) and (O=Cc1ccc(-c2cc(-c3ccc(C=O)cc3)cc(-c3ccc(C=O)cc3)c2)cc1) turbid or dissolved?,"['turbid', 'turbid', 'turbid']","['turbid', 'turbid', 'turbid']",0
118,Is the mixture between (NCc1ccc(CN)cc1) and (O=Cc1ccc(OCc2cc(COc3ccc(C=O)cc3)cc(COc3ccc(C=O)cc3)c2)cc1) turbid or dissolved?,"['turbid', 'turbid', 'dissolved']","['dissolved', 'dissolved', 'dissolved']",1
119,Is the mixture between (NCc1ccc(CN)cc1) and (O=Cc1ccc(C#Cc2cc(C#Cc3ccc(C=O)cc3)cc(C#Cc3ccc(C=O)cc3)c2)cc1) turbid or dissolved?,"['turbid', 'turbid', 'turbid']","['turbid', 'turbid', 'turbid']",0
120,Is the mixture between (N[C@@H]1[C@H](CCCC1)N) and (O=Cc1ccc(C#Cc2cc(C=O)cc(C=O)c2)cc1) turbid or dissolved?,"['turbid', 'turbid', 'turbid']","['dissolved', 'turbid', 'turbid']",1
121,Is the mixture between (NCCOCCN) and (O=Cc1ccc(-c2cc(-c3ccc(C=O)cc3)cc(-c3ccc(C=O)cc3)c2)cc1) turbid or dissolved?,"['dissolved', 'dissolved', 'dissolved']","['dissolved', 'dissolved', 'dissolved']",1
122,Is the mixture between (Cn1nc(-c2ccc(C=O)cc2)cc1C=O) and (NCCCN(CCCN)CCCN) turbid or dissolved?,"['turbid', 'turbid', 'turbid']","['dissolved', 'dissolved', 'turbid']",0
123,Is the mixture between (N[C@H]1CCC[C@H](C1)N) and (O=Cc1ccc(OCc2cc(COc3ccc(C=O)cc3)cc(COc3ccc(C=O)cc3)c2)cc1) turbid or dissolved?,"['turbid', 'turbid', 'turbid']","['turbid', 'turbid', 'turbid']",1
124,Is the mixture between (O=Cc1ccc(C=O)cc1) and (NC1CC(N)CC(N)C1) turbid or dissolved?,"['dissolved', 'dissolved', 'dissolved']","['dissolved', 'dissolved', 'dissolved']",0
125,Is the mixture between (NCCOCCN) and (O=Cc1ccc(OCc2cc(COc3ccc(C=O)cc3)cc(COc3ccc(C=O)cc3)c2)cc1) turbid or dissolved?,"['dissolved', 'dissolved', 'dissolved']","['dissolved', 'dissolved', 'dissolved']",1
126,Is the mixture between (NCC1CCC(CN)CC1) and (O=Cc1cc(C=O)cc(C=O)c1) turbid or dissolved?,"['dissolved', 'turbid', 'dissolved']","['dissolved', 'dissolved', 'dissolved']",0
127,Is the mixture between (NCCCC[C@H](N)C(=O)O) and (O=Cc1ccc(C#Cc2cc(C#Cc3ccc(C=O)cc3)cc(C#Cc3ccc(C=O)cc3)c2)cc1) turbid or dissolved?,"['turbid', 'turbid', 'turbid']","['turbid', 'turbid', 'turbid']",1
128,Is the mixture between (NC1=NON=C1N) and (O=Cc1cccc(-c2cc(-c3cccc(C=O)c3)cc(-c3cccc(C=O)c3)c2)c1) turbid or dissolved?,"['turbid', 'turbid', 'turbid']","['turbid', 'turbid', 'turbid']",0
129,Is the mixture between (CC(C)(CN)CN) and (O=Cc1cc(C=O)c(O)c(C=O)c1) turbid or dissolved?,"['dissolved', 'dissolved', 'dissolved']","['dissolved', 'dissolved', 'dissolved']",0
130,Is the mixture between (NCCCC[C@H](N)C(=O)O) and (O=Cc1ccc(-c2nc(-c3ccc(C=O)cc3)nc(-c3ccc(C=O)cc3)n2)cc1) turbid or dissolved?,"['turbid', 'dissolved', 'dissolved']","['dissolved', 'dissolved', 'turbid']",1
131,Is the mixture between (NCCOCCN) and (O=Cc1cc(-c2cc(-c3csc(C=O)c3)cc(-c3csc(C=O)c3)c2)cs1) turbid or dissolved?,"['turbid', 'turbid', 'turbid']","['dissolved', 'dissolved', 'dissolved']",1
132,Is the mixture between (COc1cc(C=O)ccc1OCCOc1ccc(C=O)cc1OC) and (NCCN(CCN)CCN) turbid or dissolved?,"['dissolved', 'dissolved', 'dissolved']","['dissolved', 'dissolved', 'dissolved']",0
133,Is the mixture between (NCCCCCCNCCCCCCN) and (O=Cc1c(O)c(C=O)c(O)c(C=O)c1O) turbid or dissolved?,"['turbid', 'turbid', 'turbid']","['dissolved', 'dissolved', 'dissolved']",1
134,Is the mixture between (CC(C)(C)c1cc(C=O)c(O)c(C=O)c1) and (NCCCN(CCCN)CCCN) turbid or dissolved?,"['dissolved', 'dissolved', 'dissolved']","['dissolved', 'dissolved', 'dissolved']",0
135,Is the mixture between (N[C@H]1CCC[C@H](C1)N) and (O=Cc1ccc(C#Cc2cc(C=O)cc(C=O)c2)cc1) turbid or dissolved?,"['turbid', 'turbid', 'turbid']","['dissolved', 'turbid', 'turbid']",1
136,Is the mixture between (O=Cc1ccc(-c2ccc(C=O)cc2)cc1) and (NC1CC(N)CC(N)C1) turbid or dissolved?,"['turbid', 'dissolved', 'dissolved']","['dissolved', 'dissolved', 'dissolved']",0
137,Is the mixture between (NCCN) and (O=Cc1ccc(C#Cc2cc(C#Cc3ccc(C=O)cc3)cc(C#Cc3ccc(C=O)cc3)c2)cc1) turbid or dissolved?,"['turbid', 'dissolved', 'turbid']","['turbid', 'turbid', 'turbid']",0
138,Is the mixture between (O=Cc1c2ccccc2c(C=O)c2ccccc12) and (NCCCN(CCCN)CCCN) turbid or dissolved?,"['turbid', 'turbid', 'turbid']","['turbid', 'dissolved', 'dissolved']",0
139,Is the mixture between (NCCCCCCN) and (O=Cc1ccc(N(c2ccc(C=O)cc2)c2ccc(C=O)cc2)cc1) turbid or dissolved?,"['dissolved', 'dissolved', 'dissolved']","['dissolved', 'dissolved', 'dissolved']",1
140,Is the mixture between (COc1cc(C=O)ccc1OCCOc1ccc(C=O)cc1OC) and (Nc1nc(N)nc(N)n1) turbid or dissolved?,"['dissolved', 'turbid', 'turbid']","['dissolved', 'dissolved', 'dissolved']",0
141,Is the mixture between (O=Cc1ccc(C=O)cc1) and (NCCN(CCN)CCN) turbid or dissolved?,"['dissolved', 'dissolved', 'dissolved']","['dissolved', 'dissolved', 'dissolved']",1
142,Is the mixture between (COc1cc(C=O)ccc1OCCOc1ccc(C=O)cc1OC) and (Cc1c(CN)c(C)c(CN)c(C)c1CN) turbid or dissolved?,"['dissolved', 'dissolved', 'dissolved']","['dissolved', 'dissolved', 'dissolved']",1
143,Is the mixture between (N[C@H]1CN(Cc2ccccc2)C[C@@H]1N) and (O=Cc1ccc(-c2nc(-c3ccc(C=O)cc3)nc(-c3ccc(C=O)cc3)n2)cc1) turbid or dissolved?,"['turbid', 'turbid', 'turbid']","['turbid', 'turbid', 'turbid']",0
144,Is the mixture between (NCc1ccc(CN)cc1) and (O=Cc1cc(C=O)c(O)c(C=O)c1) turbid or dissolved?,"['turbid', 'turbid', 'turbid']","['dissolved', 'dissolved', 'dissolved']",1
145,Is the mixture between (NCC1=CC(CN)=CC=C1) and (O=Cc1cc(-c2cc(-c3csc(C=O)c3)cc(-c3csc(C=O)c3)c2)cs1) turbid or dissolved?,"['turbid', 'turbid', 'turbid']","['dissolved', 'turbid', 'turbid']",1
146,Is the mixture between (N[C@H]1CC[C@H](N)CC1) and (O=Cc1ccc(-c2cc(-c3ccc(C=O)cc3)cc(-c3ccc(C=O)cc3)c2)cc1) turbid or dissolved?,"['turbid', 'turbid', 'turbid']","['turbid', 'turbid', 'turbid']",1
147,Is the mixture between (CC(C)(CN)CN) and (O=Cc1ccccc1-c1cc(-c2ccccc2C=O)cc(-c2ccccc2C=O)c1) turbid or dissolved?,"['dissolved', 'dissolved', 'dissolved']","['dissolved', 'dissolved', 'dissolved']",1
148,Is the mixture between (O=Cc1ccc(C=O)cc1) and (CCc1c(CN)c(CC)c(CN)c(CC)c1CN) turbid or dissolved?,"['dissolved', 'dissolved', 'dissolved']","['dissolved', 'dissolved', 'dissolved']",0
149,Is the mixture between (CCCCC(CC)COc1cc(C=O)c(OC)cc1C=O) and (NC1CC(N)CC(N)C1) turbid or dissolved?,"['turbid', 'dissolved', 'dissolved']","['dissolved', 'dissolved', 'dissolved']",0
150,Is the mixture between (NCCCCCCN) and (O=Cc1ccc(-c2cc(-c3ccc(C=O)o3)cc(-c3ccc(C=O)o3)c2)o1) turbid or dissolved?,"['turbid', 'dissolved', 'dissolved']","['dissolved', 'dissolved', 'dissolved']",1
151,Is the mixture between (NCc1ccc(CN)cc1) and (O=Cc1ccc(-c2nc(-c3ccc(C=O)cc3)nc(-c3ccc(C=O)cc3)n2)cc1) turbid or dissolved?,"['turbid', 'turbid', 'turbid']","['dissolved', 'turbid', 'turbid']",0
152,Is the mixture between (NCCN) and (O=Cc1cccc(-c2cc(-c3cccc(C=O)c3)cc(-c3cccc(C=O)c3)c2)c1) turbid or dissolved?,"['turbid', 'dissolved', 'turbid']","['dissolved', 'turbid', 'turbid']",0
153,Is the mixture between (NCCCCCCN) and (O=Cc1ccc(-c2cc(-c3ccc(C=O)cc3)cc(-c3ccc(C=O)cc3)c2)cc1) turbid or dissolved?,"['dissolved', 'dissolved', 'dissolved']","['dissolved', 'dissolved', 'dissolved']",1
154,Is the mixture between (O=Cc1ccccc1C=O) and (NCCN(CCN)CCN) turbid or dissolved?,"['dissolved', 'dissolved', 'dissolved']","['dissolved', 'dissolved', 'dissolved']",0
155,Is the mixture between (O=Cc1ccccc1C=O) and (NC1CC(N)CC(N)C1) turbid or dissolved?,"['dissolved', 'dissolved', 'dissolved']","['dissolved', 'dissolved', 'dissolved']",0
156,Is the mixture between (NCC1=CC(CN)=CC=C1) and (O=Cc1ccc(-c2cc(-c3ccc(C=O)o3)cc(-c3ccc(C=O)o3)c2)o1) turbid or dissolved?,"['turbid', 'turbid', 'turbid']","['dissolved', 'turbid', 'turbid']",1
157,Is the mixture between (N[C@H]1CN(Cc2ccccc2)C[C@@H]1N) and (O=Cc1cccc(-c2cc(-c3cccc(C=O)c3)cc(-c3cccc(C=O)c3)c2)c1) turbid or dissolved?,"['turbid', 'turbid', 'turbid']","['turbid', 'turbid', 'turbid']",0
158,Is the mixture between (Nc1ccc(Oc2ccc(N)cc2)cc1) and (O=Cc1cc(C=O)c(O)c(C=O)c1) turbid or dissolved?,"['dissolved', 'dissolved', 'dissolved']","['dissolved', 'dissolved', 'dissolved']",0
159,Is the mixture between (Cn1nc(-c2ccc(C=O)cc2)cc1C=O) and (Cc1c(CN)c(C)c(CN)c(C)c1CN) turbid or dissolved?,"['turbid', 'turbid', 'turbid']","['turbid', 'turbid', 'turbid']",0
160,Is the mixture between (NCC1CCC(CN)CC1) and (C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)/C=C/C3=CC=C(C=C3)C=O)/C=C/C4=CC=C(C=C4)C=O)C=O) turbid or dissolved?,"['turbid', 'turbid', 'turbid']","['turbid', 'turbid', 'turbid']",0
161,Is the mixture between (NCCCCCCN) and (O=Cc1cc(C=O)c(O)c(C=O)c1) turbid or dissolved?,"['dissolved', 'dissolved', 'dissolved']","['dissolved', 'dissolved', 'dissolved']",1
162,Is the mixture between (NCC1=CC(CN)=CC=C1) and (O=Cc1ccc(OCc2cc(COc3ccc(C=O)cc3)cc(COc3ccc(C=O)cc3)c2)cc1) turbid or dissolved?,"['turbid', 'dissolved', 'dissolved']","['dissolved', 'turbid', 'dissolved']",1
163,Is the mixture between (O=Cc1c(F)c(F)c(C=O)c(F)c1F) and (Nc1nc(N)nc(N)n1) turbid or dissolved?,"['turbid', 'turbid', 'turbid']","['turbid', 'dissolved', 'turbid']",0
164,Is the mixture between (O=Cc1cccc(C=O)c1) and (Nc1nc(N)nc(N)n1) turbid or dissolved?,"['dissolved', 'dissolved', 'turbid']","['dissolved', 'dissolved', 'dissolved']",0
165,Is the mixture between (NCCN) and (O=Cc1c(O)c(C=O)c(O)c(C=O)c1O) turbid or dissolved?,"['dissolved', 'turbid', 'turbid']","['dissolved', 'dissolved', 'dissolved']",0
166,Is the mixture between (Nc1ccc(Oc2ccc(N)cc2)cc1) and (O=Cc1ccc(C#Cc2cc(C=O)cc(C=O)c2)cc1) turbid or dissolved?,"['turbid', 'turbid', 'turbid']","['dissolved', 'dissolved', 'dissolved']",1
167,Is the mixture between (Nc1ccc(Oc2ccc(N)cc2)cc1) and (O=Cc1c(O)c(C=O)c(O)c(C=O)c1O) turbid or dissolved?,"['turbid', 'turbid', 'dissolved']","['dissolved', 'dissolved', 'dissolved']",1
168,Is the mixture between (Nc1ccc(Oc2ccc(N)cc2)cc1) and (O=Cc1cc(C=O)cc(C=O)c1) turbid or dissolved?,"['turbid', 'dissolved', 'dissolved']","['dissolved', 'dissolved', 'dissolved']",0
169,Is the mixture between (Nc1ccc(Oc2ccc(N)cc2)cc1) and (O=Cc1ccccc1-c1cc(-c2ccccc2C=O)cc(-c2ccccc2C=O)c1) turbid or dissolved?,"['turbid', 'turbid', 'turbid']","['dissolved', 'dissolved', 'dissolved']",1
170,Is the mixture between (N[C@H]1CCC[C@H](C1)N) and (O=Cc1ccc(C#Cc2cc(C#Cc3ccc(C=O)cc3)cc(C#Cc3ccc(C=O)cc3)c2)cc1) turbid or dissolved?,"['turbid', 'turbid', 'turbid']","['turbid', 'turbid', 'turbid']",0
171,Is the mixture between (NC1=NON=C1N) and (O=Cc1ccc(C#Cc2cc(C=O)cc(C=O)c2)cc1) turbid or dissolved?,"['dissolved', 'turbid', 'turbid']","['dissolved', 'turbid', 'turbid']",1
172,Is the mixture between (NCC1=CC(CN)=CC=C1) and (O=Cc1cccc(-c2cc(-c3cccc(C=O)c3)cc(-c3cccc(C=O)c3)c2)c1) turbid or dissolved?,"['turbid', 'turbid', 'turbid']","['dissolved', 'turbid', 'turbid']",1
173,Is the mixture between (NCCCCCCN) and (O=Cc1cccc(-c2cc(-c3cccc(C=O)c3)cc(-c3cccc(C=O)c3)c2)c1) turbid or dissolved?,"['turbid', 'dissolved', 'dissolved']","['dissolved', 'dissolved', 'dissolved']",1
174,Is the mixture between (N[C@@H]1[C@H](CCCC1)N) and (O=Cc1cc(C=O)cc(C=O)c1) turbid or dissolved?,"['turbid', 'turbid', 'turbid']","['dissolved', 'dissolved', 'turbid']",0
175,Is the mixture between (N[C@H]([C@H](C1=CC=CC=C1)N)C2=CC=CC=C2) and (O=Cc1ccc(-c2nc(-c3ccc(C=O)cc3)nc(-c3ccc(C=O)cc3)n2)cc1) turbid or dissolved?,"['turbid', 'turbid', 'turbid']","['turbid', 'turbid', 'turbid']",0
176,Is the mixture between (N[C@H]1CN(Cc2ccccc2)C[C@@H]1N) and (O=Cc1cc(C=O)cc(C=O)c1) turbid or dissolved?,"['turbid', 'turbid', 'turbid']","['turbid', 'turbid', 'turbid']",0
177,Is the mixture between (O=Cc1c(F)c(F)c(C=O)c(F)c1F) and (NCCN(CCN)CCN) turbid or dissolved?,"['dissolved', 'dissolved', 'dissolved']","['dissolved', 'dissolved', 'dissolved']",1
178,Is the mixture between (NCC1CCC(CN)CC1) and (O=Cc1cccc(-c2cc(-c3cccc(C=O)c3)cc(-c3cccc(C=O)c3)c2)c1) turbid or dissolved?,"['turbid', 'turbid', 'turbid']","['dissolved', 'turbid', 'turbid']",1
179,Is the mixture between (Cn1nc2c(C=O)cccc2c1C=O) and (CCc1c(CN)c(CC)c(CN)c(CC)c1CN) turbid or dissolved?,"['turbid', 'turbid', 'turbid']","['turbid', 'turbid', 'turbid']",0
180,Is the mixture between (NCCN) and (O=Cc1ccc(N(c2ccc(C=O)cc2)c2ccc(C=O)cc2)cc1) turbid or dissolved?,"['dissolved', 'dissolved', 'dissolved']","['dissolved', 'dissolved', 'dissolved']",0
181,Is the mixture between (N[C@H]1CCC[C@H](C1)N) and (O=Cc1cc(-c2cc(-c3csc(C=O)c3)cc(-c3csc(C=O)c3)c2)cs1) turbid or dissolved?,"['turbid', 'turbid', 'turbid']","['turbid', 'turbid', 'turbid']",0
182,Is the mixture between (CCCCC(CC)COc1cc(C=O)c(OC)cc1C=O) and (NCCN(CCN)CCN) turbid or dissolved?,"['dissolved', 'dissolved', 'dissolved']","['dissolved', 'dissolved', 'dissolved']",0
183,Is the mixture between (O=Cc1cccc(C=O)c1) and (NCCN(CCN)CCN) turbid or dissolved?,"['dissolved', 'dissolved', 'dissolved']","['dissolved', 'dissolved', 'dissolved']",1
184,Is the mixture between (NCC1=CC(CN)=CC=C1) and (O=Cc1ccc(C#Cc2cc(C#Cc3ccc(C=O)cc3)cc(C#Cc3ccc(C=O)cc3)c2)cc1) turbid or dissolved?,"['turbid', 'turbid', 'turbid']","['turbid', 'turbid', 'turbid']",0
185,Is the mixture between (NCCCC[C@H](N)C(=O)O) and (O=Cc1ccc(C#Cc2cc(C=O)cc(C=O)c2)cc1) turbid or dissolved?,"['dissolved', 'turbid', 'dissolved']","['dissolved', 'dissolved', 'dissolved']",1
186,Is the mixture between (CC(C=O)=Cc1ccc(C=C(C)C=O)cc1) and (Cc1c(CN)c(C)c(CN)c(C)c1CN) turbid or dissolved?,"['turbid', 'dissolved', 'turbid']","['dissolved', 'dissolved', 'dissolved']",0
187,Is the mixture between (NCCCC[C@H](N)C(=O)O) and (O=Cc1ccc(-c2cc(-c3ccc(C=O)o3)cc(-c3ccc(C=O)o3)c2)o1) turbid or dissolved?,"['turbid', 'turbid', 'turbid']","['turbid', 'turbid', 'turbid']",1
188,Is the mixture between (NCCCCCCNCCCCCCN) and (O=Cc1ccccc1-c1cc(-c2ccccc2C=O)cc(-c2ccccc2C=O)c1) turbid or dissolved?,"['dissolved', 'turbid', 'turbid']","['dissolved', 'dissolved', 'dissolved']",1
189,Is the mixture between (N[C@H]1CN(Cc2ccccc2)C[C@@H]1N) and (O=Cc1ccc(-c2cc(-c3ccc(C=O)o3)cc(-c3ccc(C=O)o3)c2)o1) turbid or dissolved?,"['turbid', 'turbid', 'turbid']","['turbid', 'turbid', 'turbid']",0
190,Is the mixture between (CN(CCCN)CCCN) and (O=Cc1ccc(N(c2ccc(C=O)cc2)c2ccc(C=O)cc2)cc1) turbid or dissolved?,"['turbid', 'dissolved', 'dissolved']","['dissolved', 'dissolved', 'dissolved']",1
191,Is the mixture between (N[C@H]([C@H](C1=CC=CC=C1)N)C2=CC=CC=C2) and (O=Cc1ccc(C#Cc2cc(C=O)cc(C=O)c2)cc1) turbid or dissolved?,"['turbid', 'turbid', 'turbid']","['turbid', 'turbid', 'turbid']",1
192,Is the mixture between (N[C@H]1CCC[C@H](C1)N) and (O=Cc1cc(C=O)c(O)c(C=O)c1) turbid or dissolved?,"['dissolved', 'turbid', 'turbid']","['dissolved', 'turbid', 'dissolved']",0
193,Is the mixture between (O=Cc1ccc(OCCCOc2ccc(C=O)cc2)cc1) and (CCc1c(CN)c(CC)c(CN)c(CC)c1CN) turbid or dissolved?,"['dissolved', 'dissolved', 'dissolved']","['dissolved', 'dissolved', 'dissolved']",1
194,Is the mixture between (N[C@H]([C@H](C1=CC=CC=C1)N)C2=CC=CC=C2) and (O=Cc1cc(C=O)c(O)c(C=O)c1) turbid or dissolved?,"['turbid', 'turbid', 'turbid']","['turbid', 'turbid', 'turbid']",0
195,Is the mixture between (NCC1=CC(CN)=CC=C1) and (O=Cc1ccc(-c2cc(-c3ccc(C=O)cc3)cc(-c3ccc(C=O)cc3)c2)cc1) turbid or dissolved?,"['turbid', 'turbid', 'dissolved']","['dissolved', 'turbid', 'dissolved']",1
196,Is the mixture between (O=Cc1ccsc1C=O) and (Nc1nc(N)nc(N)n1) turbid or dissolved?,"['turbid', 'turbid', 'dissolved']","['turbid', 'turbid', 'turbid']",0
197,Is the mixture between (O=Cc1cccc(C=O)c1) and (NCCCN(CCCN)CCCN) turbid or dissolved?,"['dissolved', 'dissolved', 'dissolved']","['dissolved', 'dissolved', 'dissolved']",0
198,Is the mixture between (O=Cc1ccc(OCCCOc2ccc(C=O)cc2)cc1) and (Nc1nc(N)nc(N)n1) turbid or dissolved?,"['turbid', 'dissolved', 'turbid']","['dissolved', 'dissolved', 'dissolved']",0
199,Is the mixture between (N[C@H]1CCC[C@H](C1)N) and (O=Cc1ccc(N(c2ccc(C=O)cc2)c2ccc(C=O)cc2)cc1) turbid or dissolved?,"['turbid', 'turbid', 'turbid']","['turbid', 'turbid', 'turbid']",0
200,Is the mixture between (O=Cc1ccsc1C=O) and (NCCN(CCN)CCN) turbid or dissolved?,"['dissolved', 'dissolved', 'dissolved']","['dissolved', 'dissolved', 'dissolved']",0
201,Is the mixture between (N[C@@H]1[C@H](CCCC1)N) and (O=Cc1c(O)c(C=O)c(O)c(C=O)c1O) turbid or dissolved?,"['turbid', 'turbid', 'turbid']","['dissolved', 'dissolved', 'turbid']",1
202,Is the mixture between (N[C@@H]1[C@H](CCCC1)N) and (O=Cc1ccc(OCc2cc(COc3ccc(C=O)cc3)cc(COc3ccc(C=O)cc3)c2)cc1) turbid or dissolved?,"['turbid', 'turbid', 'turbid']","['dissolved', 'turbid', 'turbid']",1
203,Is the mixture between (CN(CCCN)CCCN) and (O=Cc1cccc(-c2cc(-c3cccc(C=O)c3)cc(-c3cccc(C=O)c3)c2)c1) turbid or dissolved?,"['dissolved', 'dissolved', 'turbid']","['dissolved', 'dissolved', 'dissolved']",1
204,Is the mixture between (NCCCCCCNCCCCCCN) and (O=Cc1ccc(C#Cc2cc(C=O)cc(C=O)c2)cc1) turbid or dissolved?,"['dissolved', 'dissolved', 'turbid']","['dissolved', 'dissolved', 'dissolved']",1
205,Is the mixture between (NCC1=CC(CN)=CC=C1) and (O=Cc1ccccc1-c1cc(-c2ccccc2C=O)cc(-c2ccccc2C=O)c1) turbid or dissolved?,"['turbid', 'turbid', 'turbid']","['turbid', 'turbid', 'turbid']",1
206,Is the mixture between (N[C@H]([C@H](C1=CC=CC=C1)N)C2=CC=CC=C2) and (O=Cc1cccc(-c2cc(-c3cccc(C=O)c3)cc(-c3cccc(C=O)c3)c2)c1) turbid or dissolved?,"['turbid', 'turbid', 'turbid']","['turbid', 'turbid', 'turbid']",1
207,Is the mixture between (NCCCCCCNCCCCCCN) and (O=Cc1cccc(-c2cc(-c3cccc(C=O)c3)cc(-c3cccc(C=O)c3)c2)c1) turbid or dissolved?,"['turbid', 'turbid', 'turbid']","['turbid', 'turbid', 'turbid']",1
208,Is the mixture between (NC1=NON=C1N) and (O=Cc1c(O)c(C=O)c(O)c(C=O)c1O) turbid or dissolved?,"['turbid', 'turbid', 'turbid']","['dissolved', 'turbid', 'turbid']",1
209,Is the mixture between (NCC1CCC(CN)CC1) and (O=Cc1cc(-c2cc(-c3csc(C=O)c3)cc(-c3csc(C=O)c3)c2)cs1) turbid or dissolved?,"['turbid', 'turbid', 'turbid']","['turbid', 'turbid', 'turbid']",1
210,Is the mixture between (NCCCCCCN) and (C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)/C=C/C3=CC=C(C=C3)C=O)/C=C/C4=CC=C(C=C4)C=O)C=O) turbid or dissolved?,"['dissolved', 'dissolved', 'dissolved']","['dissolved', 'dissolved', 'dissolved']",1
211,Is the mixture between (N[C@H]1CCC[C@H](C1)N) and (O=Cc1c(O)c(C=O)c(O)c(C=O)c1O) turbid or dissolved?,"['turbid', 'turbid', 'turbid']","['dissolved', 'dissolved', 'turbid']",1
212,Is the mixture between (NCC1CCC(CN)CC1) and (O=Cc1ccc(-c2cc(-c3ccc(C=O)o3)cc(-c3ccc(C=O)o3)c2)o1) turbid or dissolved?,"['turbid', 'dissolved', 'turbid']","['turbid', 'turbid', 'turbid']",1
213,Is the mixture between (NCC(CN)O) and (O=Cc1ccc(C#Cc2cc(C#Cc3ccc(C=O)cc3)cc(C#Cc3ccc(C=O)cc3)c2)cc1) turbid or dissolved?,"['turbid', 'turbid', 'turbid']","['turbid', 'turbid', 'turbid']",1
214,Is the mixture between (NCC1CCC(CN)CC1) and (O=Cc1ccc(N(c2ccc(C=O)cc2)c2ccc(C=O)cc2)cc1) turbid or dissolved?,"['turbid', 'turbid', 'turbid']","['turbid', 'turbid', 'turbid']",1
215,Is the mixture between (CC(C=O)=Cc1ccc(C=C(C)C=O)cc1) and (NCCN(CCN)CCN) turbid or dissolved?,"['dissolved', 'dissolved', 'turbid']","['dissolved', 'dissolved', 'dissolved']",0
216,Is the mixture between (NCCOCCN) and (O=Cc1cccc(-c2cc(-c3cccc(C=O)c3)cc(-c3cccc(C=O)c3)c2)c1) turbid or dissolved?,"['turbid', 'dissolved', 'turbid']","['dissolved', 'dissolved', 'dissolved']",1
217,Is the mixture between (Nc1ccc(Oc2ccc(N)cc2)cc1) and (O=Cc1ccc(C#Cc2cc(C#Cc3ccc(C=O)cc3)cc(C#Cc3ccc(C=O)cc3)c2)cc1) turbid or dissolved?,"['turbid', 'turbid', 'turbid']","['turbid', 'turbid', 'turbid']",0
218,Is the mixture between (CC(C)(CN)CN) and (O=Cc1ccc(-c2cc(-c3ccc(C=O)o3)cc(-c3ccc(C=O)o3)c2)o1) turbid or dissolved?,"['turbid', 'dissolved', 'turbid']","['dissolved', 'dissolved', 'dissolved']",0
219,Is the mixture between (NCCCCCCN) and (O=Cc1cc(C=O)cc(C=O)c1) turbid or dissolved?,"['dissolved', 'dissolved', 'dissolved']","['dissolved', 'dissolved', 'dissolved']",1
220,Is the mixture between (O=Cc1ccc(-c2ccc(C=O)cc2)cc1) and (CCc1c(CN)c(CC)c(CN)c(CC)c1CN) turbid or dissolved?,"['dissolved', 'dissolved', 'dissolved']","['dissolved', 'dissolved', 'dissolved']",0
221,Is the mixture between (CC(C)(C)c1cc(C=O)c(O)c(C=O)c1) and (Nc1nc(N)nc(N)n1) turbid or dissolved?,"['turbid', 'turbid', 'turbid']","['dissolved', 'dissolved', 'dissolved']",0
222,Is the mixture between (CC(C)(C)c1cc(C=O)c(O)c(C=O)c1) and (CCc1c(CN)c(CC)c(CN)c(CC)c1CN) turbid or dissolved?,"['dissolved', 'dissolved', 'dissolved']","['dissolved', 'dissolved', 'dissolved']",1
223,Is the mixture between (O=Cc1cccc(C=O)c1) and (NC1CC(N)CC(N)C1) turbid or dissolved?,"['dissolved', 'dissolved', 'dissolved']","['dissolved', 'dissolved', 'dissolved']",0
224,Is the mixture between (CC(C)(CN)CN) and (O=Cc1cccc(-c2cc(-c3cccc(C=O)c3)cc(-c3cccc(C=O)c3)c2)c1) turbid or dissolved?,"['turbid', 'dissolved', 'dissolved']","['dissolved', 'dissolved', 'dissolved']",1
225,Is the mixture between (O=Cc1cc2sc(C=O)cc2s1) and (NCCN(CCN)CCN) turbid or dissolved?,"['dissolved', 'dissolved', 'dissolved']","['dissolved', 'dissolved', 'dissolved']",0
