,Prompts,turbidity
47,Would the mixture involving the ditopic CCCCC(CC)COc1cc(C=O)c(OC)cc1C=O and tritopic NCCN(CCN)CCN building blocks be turbid or dissolved ? Knowing the following propreties about them: The overall charge of the ditopic specie is 0 and of the tritopic specie is 0.0. The complexity index of the ditopic specie is 305.0 and of the tritopic specie is 52.5. The covalent unit count of the ditopic specie is 1 and of the tritopic specie is 1.0. The number of stereocentric atoms of the ditopic specie is 0 and of the tritopic specie is 0.0. The number of stereocentric bonds of the ditopic specie is 0 and of the tritopic specie is 0.0. The number of rotatable bonds the ditopic specie is 10 and of the tritopic specie is 6.0. The exact mass of the ditopic specie is 292.16745924 and of the tritopic specie is 146.153146591. The molecular weight of the ditopic specie is 292.4 and of the tritopic specie is 146.23. The number of aromatic groups in the ditopic specie is 1 and of the tritopic specie is 0. The number of hydrogen bond acceptors in the ditopic specie is  4 and of the tritopic specie is 4.0. The number of hydrogen bond donnor in the ditopic specie is 0 and of the tritopic specie is 3.0. The number of heavy atoms in the ditopic specie is 21 and of the tritopic specie is 10.0. The logP (octanol/water partition coefficient) of the ditopic specie is 3.9 and of the tritopic specie is -2.6. The TPSA (topological polar surface area) of the ditopic specie is 52.6 and of the tritopic specie is 81.3. ,0
48,Would the mixture involving the ditopic O=Cc1cccc(C=O)c1 and tritopic CCc1c(CN)c(CC)c(CN)c(CC)c1CN building blocks be turbid or dissolved ? Knowing the following propreties about them: The overall charge of the ditopic specie is 0 and of the tritopic specie is 0.0. The complexity index of the ditopic specie is 117.0 and of the tritopic specie is 176.0. The covalent unit count of the ditopic specie is 1 and of the tritopic specie is 1.0. The number of stereocentric atoms of the ditopic specie is 0 and of the tritopic specie is 0.0. The number of stereocentric bonds of the ditopic specie is 0 and of the tritopic specie is 0.0. The number of rotatable bonds the ditopic specie is 2 and of the tritopic specie is 6.0. The exact mass of the ditopic specie is 134.03677943 and of the tritopic specie is 249.220497874. The molecular weight of the ditopic specie is 134.13 and of the tritopic specie is 249.39. The number of aromatic groups in the ditopic specie is 1 and of the tritopic specie is 1. The number of hydrogen bond acceptors in the ditopic specie is  2 and of the tritopic specie is 3.0. The number of hydrogen bond donnor in the ditopic specie is 0 and of the tritopic specie is 3.0. The number of heavy atoms in the ditopic specie is 10 and of the tritopic specie is 18.0. The logP (octanol/water partition coefficient) of the ditopic specie is 1.2 and of the tritopic specie is 0.9. The TPSA (topological polar surface area) of the ditopic specie is 34.1 and of the tritopic specie is 78.1. ,0
49,Would the mixture involving the ditopic CC(C)(C)c1cc(C=O)c(O)c(C=O)c1 and tritopic CCc1c(CN)c(CC)c(CN)c(CC)c1CN building blocks be turbid or dissolved ? Knowing the following propreties about them: The overall charge of the ditopic specie is 0 and of the tritopic specie is 0.0. The complexity index of the ditopic specie is 224.0 and of the tritopic specie is 176.0. The covalent unit count of the ditopic specie is 1 and of the tritopic specie is 1.0. The number of stereocentric atoms of the ditopic specie is 0 and of the tritopic specie is 0.0. The number of stereocentric bonds of the ditopic specie is 0 and of the tritopic specie is 0.0. The number of rotatable bonds the ditopic specie is 3 and of the tritopic specie is 6.0. The exact mass of the ditopic specie is 206.094294304 and of the tritopic specie is 249.220497874. The molecular weight of the ditopic specie is 206.24 and of the tritopic specie is 249.39. The number of aromatic groups in the ditopic specie is 1 and of the tritopic specie is 1. The number of hydrogen bond acceptors in the ditopic specie is  3 and of the tritopic specie is 3.0. The number of hydrogen bond donnor in the ditopic specie is 1 and of the tritopic specie is 3.0. The number of heavy atoms in the ditopic specie is 15 and of the tritopic specie is 18.0. The logP (octanol/water partition coefficient) of the ditopic specie is 2.7 and of the tritopic specie is 0.9. The TPSA (topological polar surface area) of the ditopic specie is 54.4 and of the tritopic specie is 78.1. ,1
50,Would the mixture involving the ditopic O=Cc1cc2sc(C=O)cc2s1 and tritopic CCc1c(CN)c(CC)c(CN)c(CC)c1CN building blocks be turbid or dissolved ? Knowing the following propreties about them: The overall charge of the ditopic specie is 0 and of the tritopic specie is 0.0. The complexity index of the ditopic specie is 185.0 and of the tritopic specie is 176.0. The covalent unit count of the ditopic specie is 1 and of the tritopic specie is 1.0. The number of stereocentric atoms of the ditopic specie is 0 and of the tritopic specie is 0.0. The number of stereocentric bonds of the ditopic specie is 0 and of the tritopic specie is 0.0. The number of rotatable bonds the ditopic specie is 2 and of the tritopic specie is 6.0. The exact mass of the ditopic specie is 195.96527171 and of the tritopic specie is 249.220497874. The molecular weight of the ditopic specie is 196.3 and of the tritopic specie is 249.39. The number of aromatic groups in the ditopic specie is 2 and of the tritopic specie is 1. The number of hydrogen bond acceptors in the ditopic specie is  4 and of the tritopic specie is 3.0. The number of hydrogen bond donnor in the ditopic specie is 0 and of the tritopic specie is 3.0. The number of heavy atoms in the ditopic specie is 12 and of the tritopic specie is 18.0. The logP (octanol/water partition coefficient) of the ditopic specie is 2.3 and of the tritopic specie is 0.9. The TPSA (topological polar surface area) of the ditopic specie is 90.6 and of the tritopic specie is 78.1. ,1
51,Would the mixture involving the ditopic O=Cc1ccc(C=O)cc1 and tritopic CCc1c(CN)c(CC)c(CN)c(CC)c1CN building blocks be turbid or dissolved ? Knowing the following propreties about them: The overall charge of the ditopic specie is 0 and of the tritopic specie is 0.0. The complexity index of the ditopic specie is 107.0 and of the tritopic specie is 176.0. The covalent unit count of the ditopic specie is 1 and of the tritopic specie is 1.0. The number of stereocentric atoms of the ditopic specie is 0 and of the tritopic specie is 0.0. The number of stereocentric bonds of the ditopic specie is 0 and of the tritopic specie is 0.0. The number of rotatable bonds the ditopic specie is 2 and of the tritopic specie is 6.0. The exact mass of the ditopic specie is 134.03677943 and of the tritopic specie is 249.220497874. The molecular weight of the ditopic specie is 134.13 and of the tritopic specie is 249.39. The number of aromatic groups in the ditopic specie is 1 and of the tritopic specie is 1. The number of hydrogen bond acceptors in the ditopic specie is  2 and of the tritopic specie is 3.0. The number of hydrogen bond donnor in the ditopic specie is 0 and of the tritopic specie is 3.0. The number of heavy atoms in the ditopic specie is 10 and of the tritopic specie is 18.0. The logP (octanol/water partition coefficient) of the ditopic specie is 0.9 and of the tritopic specie is 0.9. The TPSA (topological polar surface area) of the ditopic specie is 34.1 and of the tritopic specie is 78.1. ,0
52,Would the mixture involving the ditopic O=Cc1c(F)c(F)c(C=O)c(F)c1F and tritopic CCc1c(CN)c(CC)c(CN)c(CC)c1CN building blocks be turbid or dissolved ? Knowing the following propreties about them: The overall charge of the ditopic specie is 0 and of the tritopic specie is 0.0. The complexity index of the ditopic specie is 195.0 and of the tritopic specie is 176.0. The covalent unit count of the ditopic specie is 1 and of the tritopic specie is 1.0. The number of stereocentric atoms of the ditopic specie is 0 and of the tritopic specie is 0.0. The number of stereocentric bonds of the ditopic specie is 0 and of the tritopic specie is 0.0. The number of rotatable bonds the ditopic specie is 2 and of the tritopic specie is 6.0. The exact mass of the ditopic specie is 205.99909195 and of the tritopic specie is 249.220497874. The molecular weight of the ditopic specie is 206.09 and of the tritopic specie is 249.39. The number of aromatic groups in the ditopic specie is 1 and of the tritopic specie is 1. The number of hydrogen bond acceptors in the ditopic specie is  6 and of the tritopic specie is 3.0. The number of hydrogen bond donnor in the ditopic specie is 0 and of the tritopic specie is 3.0. The number of heavy atoms in the ditopic specie is 14 and of the tritopic specie is 18.0. The logP (octanol/water partition coefficient) of the ditopic specie is 1.2 and of the tritopic specie is 0.9. The TPSA (topological polar surface area) of the ditopic specie is 34.1 and of the tritopic specie is 78.1. ,0
53,Would the mixture involving the ditopic O=Cc1ccc(-c2ccc(C=O)cc2)cc1 and tritopic CCc1c(CN)c(CC)c(CN)c(CC)c1CN building blocks be turbid or dissolved ? Knowing the following propreties about them: The overall charge of the ditopic specie is 0 and of the tritopic specie is 0.0. The complexity index of the ditopic specie is 207.0 and of the tritopic specie is 176.0. The covalent unit count of the ditopic specie is 1 and of the tritopic specie is 1.0. The number of stereocentric atoms of the ditopic specie is 0 and of the tritopic specie is 0.0. The number of stereocentric bonds of the ditopic specie is 0 and of the tritopic specie is 0.0. The number of rotatable bonds the ditopic specie is 3 and of the tritopic specie is 6.0. The exact mass of the ditopic specie is 210.068079557 and of the tritopic specie is 249.220497874. The molecular weight of the ditopic specie is 210.23 and of the tritopic specie is 249.39. The number of aromatic groups in the ditopic specie is 2 and of the tritopic specie is 1. The number of hydrogen bond acceptors in the ditopic specie is  2 and of the tritopic specie is 3.0. The number of hydrogen bond donnor in the ditopic specie is 0 and of the tritopic specie is 3.0. The number of heavy atoms in the ditopic specie is 16 and of the tritopic specie is 18.0. The logP (octanol/water partition coefficient) of the ditopic specie is 3.3 and of the tritopic specie is 0.9. The TPSA (topological polar surface area) of the ditopic specie is 34.1 and of the tritopic specie is 78.1. ,0
54,Would the mixture involving the ditopic O=Cc1c2ccccc2c(C=O)c2ccccc12 and tritopic CCc1c(CN)c(CC)c(CN)c(CC)c1CN building blocks be turbid or dissolved ? Knowing the following propreties about them: The overall charge of the ditopic specie is 0 and of the tritopic specie is 0.0. The complexity index of the ditopic specie is 269.0 and of the tritopic specie is 176.0. The covalent unit count of the ditopic specie is 1 and of the tritopic specie is 1.0. The number of stereocentric atoms of the ditopic specie is 0 and of the tritopic specie is 0.0. The number of stereocentric bonds of the ditopic specie is 0 and of the tritopic specie is 0.0. The number of rotatable bonds the ditopic specie is 2 and of the tritopic specie is 6.0. The exact mass of the ditopic specie is 234.068079557 and of the tritopic specie is 249.220497874. The molecular weight of the ditopic specie is 234.25 and of the tritopic specie is 249.39. The number of aromatic groups in the ditopic specie is 3 and of the tritopic specie is 1. The number of hydrogen bond acceptors in the ditopic specie is  2 and of the tritopic specie is 3.0. The number of hydrogen bond donnor in the ditopic specie is 0 and of the tritopic specie is 3.0. The number of heavy atoms in the ditopic specie is 18 and of the tritopic specie is 18.0. The logP (octanol/water partition coefficient) of the ditopic specie is 3.3 and of the tritopic specie is 0.9. The TPSA (topological polar surface area) of the ditopic specie is 34.1 and of the tritopic specie is 78.1. ,1
55,Would the mixture involving the ditopic O=Cc1ccc2ccc3ccc(C=O)nc3c2n1 and tritopic CCc1c(CN)c(CC)c(CN)c(CC)c1CN building blocks be turbid or dissolved ? Knowing the following propreties about them: The overall charge of the ditopic specie is 0 and of the tritopic specie is 0.0. The complexity index of the ditopic specie is 302.0 and of the tritopic specie is 176.0. The covalent unit count of the ditopic specie is 1 and of the tritopic specie is 1.0. The number of stereocentric atoms of the ditopic specie is 0 and of the tritopic specie is 0.0. The number of stereocentric bonds of the ditopic specie is 0 and of the tritopic specie is 0.0. The number of rotatable bonds the ditopic specie is 2 and of the tritopic specie is 6.0. The exact mass of the ditopic specie is 236.058577502 and of the tritopic specie is 249.220497874. The molecular weight of the ditopic specie is 236.22 and of the tritopic specie is 249.39. The number of aromatic groups in the ditopic specie is 3 and of the tritopic specie is 1. The number of hydrogen bond acceptors in the ditopic specie is  4 and of the tritopic specie is 3.0. The number of hydrogen bond donnor in the ditopic specie is 0 and of the tritopic specie is 3.0. The number of heavy atoms in the ditopic specie is 18 and of the tritopic specie is 18.0. The logP (octanol/water partition coefficient) of the ditopic specie is 2.0 and of the tritopic specie is 0.9. The TPSA (topological polar surface area) of the ditopic specie is 59.9 and of the tritopic specie is 78.1. ,0
56,Would the mixture involving the ditopic O=Cc1ccsc1C=O and tritopic CCc1c(CN)c(CC)c(CN)c(CC)c1CN building blocks be turbid or dissolved ? Knowing the following propreties about them: The overall charge of the ditopic specie is 0 and of the tritopic specie is 0.0. The complexity index of the ditopic specie is 124.0 and of the tritopic specie is 176.0. The covalent unit count of the ditopic specie is 1 and of the tritopic specie is 1.0. The number of stereocentric atoms of the ditopic specie is 0 and of the tritopic specie is 0.0. The number of stereocentric bonds of the ditopic specie is 0 and of the tritopic specie is 0.0. The number of rotatable bonds the ditopic specie is 2 and of the tritopic specie is 6.0. The exact mass of the ditopic specie is 139.99320054 and of the tritopic specie is 249.220497874. The molecular weight of the ditopic specie is 140.16 and of the tritopic specie is 249.39. The number of aromatic groups in the ditopic specie is 1 and of the tritopic specie is 1. The number of hydrogen bond acceptors in the ditopic specie is  3 and of the tritopic specie is 3.0. The number of hydrogen bond donnor in the ditopic specie is 0 and of the tritopic specie is 3.0. The number of heavy atoms in the ditopic specie is 9 and of the tritopic specie is 18.0. The logP (octanol/water partition coefficient) of the ditopic specie is 0.9 and of the tritopic specie is 0.9. The TPSA (topological polar surface area) of the ditopic specie is 62.4 and of the tritopic specie is 78.1. ,0
57,Would the mixture involving the ditopic O=Cc1ccccc1C=O and tritopic CCc1c(CN)c(CC)c(CN)c(CC)c1CN building blocks be turbid or dissolved ? Knowing the following propreties about them: The overall charge of the ditopic specie is 0 and of the tritopic specie is 0.0. The complexity index of the ditopic specie is 115.0 and of the tritopic specie is 176.0. The covalent unit count of the ditopic specie is 1 and of the tritopic specie is 1.0. The number of stereocentric atoms of the ditopic specie is 0 and of the tritopic specie is 0.0. The number of stereocentric bonds of the ditopic specie is 0 and of the tritopic specie is 0.0. The number of rotatable bonds the ditopic specie is 2 and of the tritopic specie is 6.0. The exact mass of the ditopic specie is 134.03677943 and of the tritopic specie is 249.220497874. The molecular weight of the ditopic specie is 134.13 and of the tritopic specie is 249.39. The number of aromatic groups in the ditopic specie is 1 and of the tritopic specie is 1. The number of hydrogen bond acceptors in the ditopic specie is  2 and of the tritopic specie is 3.0. The number of hydrogen bond donnor in the ditopic specie is 0 and of the tritopic specie is 3.0. The number of heavy atoms in the ditopic specie is 10 and of the tritopic specie is 18.0. The logP (octanol/water partition coefficient) of the ditopic specie is 1.2 and of the tritopic specie is 0.9. The TPSA (topological polar surface area) of the ditopic specie is 34.1 and of the tritopic specie is 78.1. ,0
58,Would the mixture involving the ditopic Cn1nc(-c2ccc(C=O)cc2)cc1C=O and tritopic CCc1c(CN)c(CC)c(CN)c(CC)c1CN building blocks be turbid or dissolved ? Knowing the following propreties about them: The overall charge of the ditopic specie is 0 and of the tritopic specie is 0.0. The complexity index of the ditopic specie is 262.0 and of the tritopic specie is 176.0. The covalent unit count of the ditopic specie is 1 and of the tritopic specie is 1.0. The number of stereocentric atoms of the ditopic specie is 0 and of the tritopic specie is 0.0. The number of stereocentric bonds of the ditopic specie is 0 and of the tritopic specie is 0.0. The number of rotatable bonds the ditopic specie is 3 and of the tritopic specie is 6.0. The exact mass of the ditopic specie is 214.074227566 and of the tritopic specie is 249.220497874. The molecular weight of the ditopic specie is 214.22 and of the tritopic specie is 249.39. The number of aromatic groups in the ditopic specie is 2 and of the tritopic specie is 1. The number of hydrogen bond acceptors in the ditopic specie is  3 and of the tritopic specie is 3.0. The number of hydrogen bond donnor in the ditopic specie is 0 and of the tritopic specie is 3.0. The number of heavy atoms in the ditopic specie is 16 and of the tritopic specie is 18.0. The logP (octanol/water partition coefficient) of the ditopic specie is 1.2 and of the tritopic specie is 0.9. The TPSA (topological polar surface area) of the ditopic specie is 52.0 and of the tritopic specie is 78.1. ,1
59,Would the mixture involving the ditopic CC(C=O)=Cc1ccc(C=C(C)C=O)cc1 and tritopic CCc1c(CN)c(CC)c(CN)c(CC)c1CN building blocks be turbid or dissolved ? Knowing the following propreties about them: The overall charge of the ditopic specie is 0 and of the tritopic specie is 0.0. The complexity index of the ditopic specie is 273.0 and of the tritopic specie is 176.0. The covalent unit count of the ditopic specie is 1 and of the tritopic specie is 1.0. The number of stereocentric atoms of the ditopic specie is 0 and of the tritopic specie is 0.0. The number of stereocentric bonds of the ditopic specie is 0 and of the tritopic specie is 0.0. The number of rotatable bonds the ditopic specie is 4 and of the tritopic specie is 6.0. The exact mass of the ditopic specie is 214.099379685 and of the tritopic specie is 249.220497874. The molecular weight of the ditopic specie is 214.26 and of the tritopic specie is 249.39. The number of aromatic groups in the ditopic specie is 1 and of the tritopic specie is 1. The number of hydrogen bond acceptors in the ditopic specie is  2 and of the tritopic specie is 3.0. The number of hydrogen bond donnor in the ditopic specie is 0 and of the tritopic specie is 3.0. The number of heavy atoms in the ditopic specie is 16 and of the tritopic specie is 18.0. The logP (octanol/water partition coefficient) of the ditopic specie is 2.4 and of the tritopic specie is 0.9. The TPSA (topological polar surface area) of the ditopic specie is 34.1 and of the tritopic specie is 78.1. ,0
60,Would the mixture involving the ditopic COc1cc(C=O)ccc1OCCOc1ccc(C=O)cc1OC and tritopic CCc1c(CN)c(CC)c(CN)c(CC)c1CN building blocks be turbid or dissolved ? Knowing the following propreties about them: The overall charge of the ditopic specie is 0 and of the tritopic specie is 0.0. The complexity index of the ditopic specie is 352.0 and of the tritopic specie is 176.0. The covalent unit count of the ditopic specie is 1 and of the tritopic specie is 1.0. The number of stereocentric atoms of the ditopic specie is 0 and of the tritopic specie is 0.0. The number of stereocentric bonds of the ditopic specie is 0 and of the tritopic specie is 0.0. The number of rotatable bonds the ditopic specie is 9 and of the tritopic specie is 6.0. The exact mass of the ditopic specie is 330.11033829 and of the tritopic specie is 249.220497874. The molecular weight of the ditopic specie is 330.3 and of the tritopic specie is 249.39. The number of aromatic groups in the ditopic specie is 2 and of the tritopic specie is 1. The number of hydrogen bond acceptors in the ditopic specie is  6 and of the tritopic specie is 3.0. The number of hydrogen bond donnor in the ditopic specie is 0 and of the tritopic specie is 3.0. The number of heavy atoms in the ditopic specie is 24 and of the tritopic specie is 18.0. The logP (octanol/water partition coefficient) of the ditopic specie is 2.4 and of the tritopic specie is 0.9. The TPSA (topological polar surface area) of the ditopic specie is 71.1 and of the tritopic specie is 78.1. ,1
61,Would the mixture involving the ditopic Cn1nc2c(C=O)cccc2c1C=O and tritopic CCc1c(CN)c(CC)c(CN)c(CC)c1CN building blocks be turbid or dissolved ? Knowing the following propreties about them: The overall charge of the ditopic specie is 0 and of the tritopic specie is 0.0. The complexity index of the ditopic specie is 244.0 and of the tritopic specie is 176.0. The covalent unit count of the ditopic specie is 1 and of the tritopic specie is 1.0. The number of stereocentric atoms of the ditopic specie is 0 and of the tritopic specie is 0.0. The number of stereocentric bonds of the ditopic specie is 0 and of the tritopic specie is 0.0. The number of rotatable bonds the ditopic specie is 2 and of the tritopic specie is 6.0. The exact mass of the ditopic specie is 188.058577502 and of the tritopic specie is 249.220497874. The molecular weight of the ditopic specie is 188.18 and of the tritopic specie is 249.39. The number of aromatic groups in the ditopic specie is 2 and of the tritopic specie is 1. The number of hydrogen bond acceptors in the ditopic specie is  3 and of the tritopic specie is 3.0. The number of hydrogen bond donnor in the ditopic specie is 0 and of the tritopic specie is 3.0. The number of heavy atoms in the ditopic specie is 14 and of the tritopic specie is 18.0. The logP (octanol/water partition coefficient) of the ditopic specie is 0.8 and of the tritopic specie is 0.9. The TPSA (topological polar surface area) of the ditopic specie is 52.0 and of the tritopic specie is 78.1. ,0
62,Would the mixture involving the ditopic O=Cc1ccc(OCCCOc2ccc(C=O)cc2)cc1 and tritopic CCc1c(CN)c(CC)c(CN)c(CC)c1CN building blocks be turbid or dissolved ? Knowing the following propreties about them: The overall charge of the ditopic specie is 0 and of the tritopic specie is 0.0. The complexity index of the ditopic specie is 272.0 and of the tritopic specie is 176.0. The covalent unit count of the ditopic specie is 1 and of the tritopic specie is 1.0. The number of stereocentric atoms of the ditopic specie is 0 and of the tritopic specie is 0.0. The number of stereocentric bonds of the ditopic specie is 0 and of the tritopic specie is 0.0. The number of rotatable bonds the ditopic specie is 8 and of the tritopic specie is 6.0. The exact mass of the ditopic specie is 284.10485899 and of the tritopic specie is 249.220497874. The molecular weight of the ditopic specie is 284.31 and of the tritopic specie is 249.39. The number of aromatic groups in the ditopic specie is 2 and of the tritopic specie is 1. The number of hydrogen bond acceptors in the ditopic specie is  4 and of the tritopic specie is 3.0. The number of hydrogen bond donnor in the ditopic specie is 0 and of the tritopic specie is 3.0. The number of heavy atoms in the ditopic specie is 21 and of the tritopic specie is 18.0. The logP (octanol/water partition coefficient) of the ditopic specie is 2.8 and of the tritopic specie is 0.9. The TPSA (topological polar surface area) of the ditopic specie is 52.6 and of the tritopic specie is 78.1. ,1
63,Would the mixture involving the ditopic CCCCC(CC)COc1cc(C=O)c(OC)cc1C=O and tritopic CCc1c(CN)c(CC)c(CN)c(CC)c1CN building blocks be turbid or dissolved ? Knowing the following propreties about them: The overall charge of the ditopic specie is 0 and of the tritopic specie is 0.0. The complexity index of the ditopic specie is 305.0 and of the tritopic specie is 176.0. The covalent unit count of the ditopic specie is 1 and of the tritopic specie is 1.0. The number of stereocentric atoms of the ditopic specie is 0 and of the tritopic specie is 0.0. The number of stereocentric bonds of the ditopic specie is 0 and of the tritopic specie is 0.0. The number of rotatable bonds the ditopic specie is 10 and of the tritopic specie is 6.0. The exact mass of the ditopic specie is 292.16745924 and of the tritopic specie is 249.220497874. The molecular weight of the ditopic specie is 292.4 and of the tritopic specie is 249.39. The number of aromatic groups in the ditopic specie is 1 and of the tritopic specie is 1. The number of hydrogen bond acceptors in the ditopic specie is  4 and of the tritopic specie is 3.0. The number of hydrogen bond donnor in the ditopic specie is 0 and of the tritopic specie is 3.0. The number of heavy atoms in the ditopic specie is 21 and of the tritopic specie is 18.0. The logP (octanol/water partition coefficient) of the ditopic specie is 3.9 and of the tritopic specie is 0.9. The TPSA (topological polar surface area) of the ditopic specie is 52.6 and of the tritopic specie is 78.1. ,0
64,Would the mixture involving the ditopic O=Cc1cccc(C=O)c1 and tritopic NCCCN(CCCN)CCCN building blocks be turbid or dissolved ? Knowing the following propreties about them: The overall charge of the ditopic specie is 0 and of the tritopic specie is 0.0. The complexity index of the ditopic specie is 117.0 and of the tritopic specie is 78.6. The covalent unit count of the ditopic specie is 1 and of the tritopic specie is 1.0. The number of stereocentric atoms of the ditopic specie is 0 and of the tritopic specie is 0.0. The number of stereocentric bonds of the ditopic specie is 0 and of the tritopic specie is 0.0. The number of rotatable bonds the ditopic specie is 2 and of the tritopic specie is 9.0. The exact mass of the ditopic specie is 134.03677943 and of the tritopic specie is 188.20009678. The molecular weight of the ditopic specie is 134.13 and of the tritopic specie is 188.31. The number of aromatic groups in the ditopic specie is 1 and of the tritopic specie is 0. The number of hydrogen bond acceptors in the ditopic specie is  2 and of the tritopic specie is 4.0. The number of hydrogen bond donnor in the ditopic specie is 0 and of the tritopic specie is 3.0. The number of heavy atoms in the ditopic specie is 10 and of the tritopic specie is 13.0. The logP (octanol/water partition coefficient) of the ditopic specie is 1.2 and of the tritopic specie is -1.5. The TPSA (topological polar surface area) of the ditopic specie is 34.1 and of the tritopic specie is 81.3. ,0
65,Would the mixture involving the ditopic CC(C)(C)c1cc(C=O)c(O)c(C=O)c1 and tritopic NCCCN(CCCN)CCCN building blocks be turbid or dissolved ? Knowing the following propreties about them: The overall charge of the ditopic specie is 0 and of the tritopic specie is 0.0. The complexity index of the ditopic specie is 224.0 and of the tritopic specie is 78.6. The covalent unit count of the ditopic specie is 1 and of the tritopic specie is 1.0. The number of stereocentric atoms of the ditopic specie is 0 and of the tritopic specie is 0.0. The number of stereocentric bonds of the ditopic specie is 0 and of the tritopic specie is 0.0. The number of rotatable bonds the ditopic specie is 3 and of the tritopic specie is 9.0. The exact mass of the ditopic specie is 206.094294304 and of the tritopic specie is 188.20009678. The molecular weight of the ditopic specie is 206.24 and of the tritopic specie is 188.31. The number of aromatic groups in the ditopic specie is 1 and of the tritopic specie is 0. The number of hydrogen bond acceptors in the ditopic specie is  3 and of the tritopic specie is 4.0. The number of hydrogen bond donnor in the ditopic specie is 1 and of the tritopic specie is 3.0. The number of heavy atoms in the ditopic specie is 15 and of the tritopic specie is 13.0. The logP (octanol/water partition coefficient) of the ditopic specie is 2.7 and of the tritopic specie is -1.5. The TPSA (topological polar surface area) of the ditopic specie is 54.4 and of the tritopic specie is 81.3. ,0
66,Would the mixture involving the ditopic O=Cc1cc2sc(C=O)cc2s1 and tritopic NCCCN(CCCN)CCCN building blocks be turbid or dissolved ? Knowing the following propreties about them: The overall charge of the ditopic specie is 0 and of the tritopic specie is 0.0. The complexity index of the ditopic specie is 185.0 and of the tritopic specie is 78.6. The covalent unit count of the ditopic specie is 1 and of the tritopic specie is 1.0. The number of stereocentric atoms of the ditopic specie is 0 and of the tritopic specie is 0.0. The number of stereocentric bonds of the ditopic specie is 0 and of the tritopic specie is 0.0. The number of rotatable bonds the ditopic specie is 2 and of the tritopic specie is 9.0. The exact mass of the ditopic specie is 195.96527171 and of the tritopic specie is 188.20009678. The molecular weight of the ditopic specie is 196.3 and of the tritopic specie is 188.31. The number of aromatic groups in the ditopic specie is 2 and of the tritopic specie is 0. The number of hydrogen bond acceptors in the ditopic specie is  4 and of the tritopic specie is 4.0. The number of hydrogen bond donnor in the ditopic specie is 0 and of the tritopic specie is 3.0. The number of heavy atoms in the ditopic specie is 12 and of the tritopic specie is 13.0. The logP (octanol/water partition coefficient) of the ditopic specie is 2.3 and of the tritopic specie is -1.5. The TPSA (topological polar surface area) of the ditopic specie is 90.6 and of the tritopic specie is 81.3. ,0
67,Would the mixture involving the ditopic O=Cc1ccc(C=O)cc1 and tritopic NCCCN(CCCN)CCCN building blocks be turbid or dissolved ? Knowing the following propreties about them: The overall charge of the ditopic specie is 0 and of the tritopic specie is 0.0. The complexity index of the ditopic specie is 107.0 and of the tritopic specie is 78.6. The covalent unit count of the ditopic specie is 1 and of the tritopic specie is 1.0. The number of stereocentric atoms of the ditopic specie is 0 and of the tritopic specie is 0.0. The number of stereocentric bonds of the ditopic specie is 0 and of the tritopic specie is 0.0. The number of rotatable bonds the ditopic specie is 2 and of the tritopic specie is 9.0. The exact mass of the ditopic specie is 134.03677943 and of the tritopic specie is 188.20009678. The molecular weight of the ditopic specie is 134.13 and of the tritopic specie is 188.31. The number of aromatic groups in the ditopic specie is 1 and of the tritopic specie is 0. The number of hydrogen bond acceptors in the ditopic specie is  2 and of the tritopic specie is 4.0. The number of hydrogen bond donnor in the ditopic specie is 0 and of the tritopic specie is 3.0. The number of heavy atoms in the ditopic specie is 10 and of the tritopic specie is 13.0. The logP (octanol/water partition coefficient) of the ditopic specie is 0.9 and of the tritopic specie is -1.5. The TPSA (topological polar surface area) of the ditopic specie is 34.1 and of the tritopic specie is 81.3. ,0
68,Would the mixture involving the ditopic O=Cc1c(F)c(F)c(C=O)c(F)c1F and tritopic NCCCN(CCCN)CCCN building blocks be turbid or dissolved ? Knowing the following propreties about them: The overall charge of the ditopic specie is 0 and of the tritopic specie is 0.0. The complexity index of the ditopic specie is 195.0 and of the tritopic specie is 78.6. The covalent unit count of the ditopic specie is 1 and of the tritopic specie is 1.0. The number of stereocentric atoms of the ditopic specie is 0 and of the tritopic specie is 0.0. The number of stereocentric bonds of the ditopic specie is 0 and of the tritopic specie is 0.0. The number of rotatable bonds the ditopic specie is 2 and of the tritopic specie is 9.0. The exact mass of the ditopic specie is 205.99909195 and of the tritopic specie is 188.20009678. The molecular weight of the ditopic specie is 206.09 and of the tritopic specie is 188.31. The number of aromatic groups in the ditopic specie is 1 and of the tritopic specie is 0. The number of hydrogen bond acceptors in the ditopic specie is  6 and of the tritopic specie is 4.0. The number of hydrogen bond donnor in the ditopic specie is 0 and of the tritopic specie is 3.0. The number of heavy atoms in the ditopic specie is 14 and of the tritopic specie is 13.0. The logP (octanol/water partition coefficient) of the ditopic specie is 1.2 and of the tritopic specie is -1.5. The TPSA (topological polar surface area) of the ditopic specie is 34.1 and of the tritopic specie is 81.3. ,0
